"term","estimate","ci_low","ci_high","p_value","n"
"prioritized_ai",-0.0597237430471052,-0.0827748029991962,-0.0366726830950142,3.92019139790851e-07,5224
"prioritized_ai:note_timing_c",0.0310786425656092,-0.0066542238173401,0.0688115089485585,0.10643669141682,5224
